available_actions,ball_zone,best_action_estimate,counter_estimate,formation_a,formation_b,game_state,numerical_state,opponent_response_estimate,opponent_shape_b,outcome_estimate,pressure_level,scenario_id,source_class,space_value_estimate,style_a,style_b,team_shape_a
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z20,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,4-3-3,1-0,attacker_plus_1,drop_off,4-3-3_mid_block,possession_reset,medium,SC00241,F,0.22,direct_football,possession_football,4-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z21,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,4-4-2,2-1,even,shift_across,4-4-2_low_block,progression,high,SC00242,F,0.65,high_press,positional_play,5-3-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z11,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,5-3-2,1-0,even,step_up_together,5-3-2_mid_block,turnover,high,SC00243,F,0.37,positional_play,low_block,4-2-2-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z29,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,3-4-3,protect_lead,defender_plus_1,drop_off,3-4-3_mid_block,shot_created,high,SC00244,F,0.29,low_block,possession_football,4-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z29,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-1-4-1,5-3-2,1-0,attacker_plus_1,shift_across,5-3-2_mid_block,possession_reset,high,SC00245,F,0.37,high_press,counterattacking,4-1-4-1_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z7,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-5-2,3-1-4-2,chase_goal,defender_plus_1,press_immediately,3-1-4-2_low_block,shot_created,low,SC00246,F,0.45,high_press,positional_play,3-5-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z22,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-1-4-1,4-2-2-2,2-0,even,recover_goal_side,4-2-2-2_mid_block,shot_created,medium,SC00247,F,0.6,low_block,tiki_taka,4-1-4-1_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z27,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,3-5-2,2-0,even,shift_across,3-5-2_low_block,progression,high,SC00248,F,0.67,low_block,possession_football,4-3-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z18,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2_diamond,4-2-3-1,protect_lead,even,recover_goal_side,4-2-3-1_low_block,possession_reset,high,SC00249,F,0.34,direct_football,possession_football,4-4-2_diamond_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z18,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2_diamond,3-1-4-2,0-1,even,shift_across,3-1-4-2_low_block,shot_created,medium,SC00250,F,0.35,low_block,positional_play,4-4-2_diamond_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z14,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,3-4-3,1-0,even,press_immediately,3-4-3_low_block,possession_reset,medium,SC00251,F,0.68,possession_football,high_press,4-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z8,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,4-2-3-1,2-0,even,shift_across,4-2-3-1_mid_block,turnover,low,SC00252,F,0.17,tiki_taka,high_press,4-3-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z21,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,3-5-2,0-2,defender_plus_1,recover_goal_side,3-5-2_mid_block,shot_created,low,SC00253,F,0.39,gegenpressing,possession_football,4-3-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z11,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,4-4-2_diamond,0-1,attacker_plus_1,recover_goal_side,4-4-2_diamond_low_block,shot_created,low,SC00254,F,0.67,possession_football,tiki_taka,4-4-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z14,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,4-4-2_diamond,chase_goal,attacker_plus_1,recover_goal_side,4-4-2_diamond_mid_block,progression,medium,SC00255,F,0.52,high_press,positional_play,5-3-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z19,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-3-1,4-4-2,protect_lead,defender_plus_1,hand_over_marking,4-4-2_mid_block,turnover,low,SC00256,F,0.52,total_football,low_block,4-2-3-1_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z5,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-5-2,4-2-2-2,2-1,even,double_team,4-2-2-2_mid_block,turnover,low,SC00257,F,0.27,total_football,low_block,3-5-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z28,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,3-5-2,1-0,even,hold_shape,3-5-2_low_block,shot_created,high,SC00258,F,0.32,high_press,counterattacking,4-2-2-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z26,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-1-4-1,3-5-2,2-1,defender_plus_1,drop_off,3-5-2_mid_block,turnover,high,SC00259,F,0.55,positional_play,gegenpressing,4-1-4-1_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z12,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-1-4-1,4-2-2-2,2-1,defender_plus_1,double_team,4-2-2-2_low_block,possession_reset,high,SC00260,F,0.17,counterattacking,high_press,4-1-4-1_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z25,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,4-2-3-1,0-1,defender_plus_1,double_team,4-2-3-1_mid_block,shot_created,medium,SC00261,F,0.73,total_football,wing_play,4-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z11,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,4-4-2,1-2,attacker_plus_1,step_up_together,4-4-2_low_block,progression,high,SC00262,F,0.2,positional_play,tiki_taka,5-3-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z11,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-3-1,4-3-3,protect_lead,attacker_plus_1,shift_across,4-3-3_low_block,possession_reset,low,SC00263,F,0.43,direct_football,wing_play,4-2-3-1_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z1,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,3-1-4-2,protect_lead,defender_plus_1,drop_off,3-1-4-2_low_block,shot_created,high,SC00264,F,0.29,counterattacking,high_press,4-3-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z2,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-5-2,3-1-4-2,protect_lead,defender_plus_1,hand_over_marking,3-1-4-2_mid_block,progression,low,SC00265,F,0.87,tiki_taka,total_football,3-5-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z13,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-5-2,4-3-3,chase_goal,attacker_plus_1,step_up_together,4-3-3_mid_block,possession_reset,high,SC00266,F,0.1,gegenpressing,total_football,3-5-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z3,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-5-2,4-2-2-2,chase_goal,even,hold_shape,4-2-2-2_mid_block,turnover,high,SC00267,F,0.28,gegenpressing,high_press,3-5-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z27,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-1-4-1,4-3-3,0-1,defender_plus_1,hand_over_marking,4-3-3_low_block,turnover,high,SC00268,F,0.12,positional_play,wing_play,4-1-4-1_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z23,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,3-1-4-2,2-1,defender_plus_1,double_team,3-1-4-2_low_block,possession_reset,medium,SC00269,F,0.48,possession_football,low_block,4-2-2-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z12,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,4-3-3,1-2,defender_plus_1,recover_goal_side,4-3-3_low_block,shot_created,low,SC00270,F,0.4,direct_football,low_block,5-3-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z11,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,4-4-2_diamond,0-2,defender_plus_1,press_immediately,4-4-2_diamond_low_block,shot_created,medium,SC00271,F,0.6,total_football,counterattacking,4-4-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z30,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,3-1-4-2,must_win,even,hand_over_marking,3-1-4-2_low_block,shot_created,high,SC00272,F,0.59,tiki_taka,positional_play,4-2-2-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z25,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-3-1,4-4-2_diamond,chase_goal,even,hold_shape,4-4-2_diamond_mid_block,shot_created,low,SC00273,F,0.73,possession_football,gegenpressing,4-2-3-1_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z16,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,5-3-2,0-0,attacker_plus_1,press_immediately,5-3-2_low_block,turnover,medium,SC00274,F,0.9,positional_play,gegenpressing,4-3-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z11,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,4-1-4-1,chase_goal,attacker_plus_1,step_up_together,4-1-4-1_mid_block,shot_created,high,SC00275,F,0.54,possession_football,direct_football,5-3-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z10,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-3-1,4-4-2_diamond,0-1,attacker_plus_1,drop_off,4-4-2_diamond_mid_block,shot_created,low,SC00276,F,0.89,tiki_taka,positional_play,4-2-3-1_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z18,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,4-2-3-1,2-1,defender_plus_1,step_up_together,4-2-3-1_low_block,shot_created,low,SC00277,F,0.2,direct_football,counterattacking,4-3-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z12,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-4-3,4-3-3,chase_goal,even,step_up_together,4-3-3_low_block,possession_reset,medium,SC00278,F,0.22,tiki_taka,wing_play,3-4-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z15,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-3-1,3-5-2,1-0,defender_plus_1,press_immediately,3-5-2_mid_block,possession_reset,medium,SC00279,F,0.58,wing_play,direct_football,4-2-3-1_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z9,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,3-1-4-2,2-1,attacker_plus_1,press_immediately,3-1-4-2_mid_block,progression,low,SC00280,F,0.25,low_block,positional_play,4-3-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z21,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,3-5-2,1-0,even,step_up_together,3-5-2_low_block,possession_reset,low,SC00281,F,0.22,positional_play,wing_play,4-3-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z20,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,4-4-2,chase_goal,attacker_plus_1,step_up_together,4-4-2_mid_block,possession_reset,high,SC00282,F,0.8,possession_football,gegenpressing,4-3-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z17,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,3-4-3,0-0,attacker_plus_1,hold_shape,3-4-3_mid_block,shot_created,medium,SC00283,F,0.7,tiki_taka,possession_football,4-2-2-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z28,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-1-4-2,4-4-2,2-0,even,double_team,4-4-2_mid_block,progression,high,SC00284,F,0.69,low_block,counterattacking,3-1-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z23,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-4-3,3-5-2,2-0,attacker_plus_1,hold_shape,3-5-2_mid_block,shot_created,medium,SC00285,F,0.33,low_block,positional_play,3-4-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z15,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,4-2-2-2,0-1,defender_plus_1,step_up_together,4-2-2-2_low_block,progression,low,SC00286,F,0.32,direct_football,low_block,4-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z23,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,4-4-2,2-1,attacker_plus_1,step_up_together,4-4-2_mid_block,progression,low,SC00287,F,0.65,direct_football,possession_football,4-2-2-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z24,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-5-2,4-2-3-1,0-2,even,step_up_together,4-2-3-1_mid_block,possession_reset,medium,SC00288,F,0.32,wing_play,tiki_taka,3-5-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z15,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-2-2-2,4-1-4-1,1-0,even,double_team,4-1-4-1_low_block,possession_reset,low,SC00289,F,0.34,direct_football,total_football,4-2-2-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z27,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,3-1-4-2,chase_goal,defender_plus_1,press_immediately,3-1-4-2_mid_block,progression,low,SC00290,F,0.56,low_block,counterattacking,5-3-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z30,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-1-4-2,5-3-2,chase_goal,defender_plus_1,hold_shape,5-3-2_mid_block,progression,low,SC00291,F,0.62,counterattacking,high_press,3-1-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z27,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,3-1-4-2,protect_lead,attacker_plus_1,step_up_together,3-1-4-2_low_block,possession_reset,medium,SC00292,F,0.87,gegenpressing,low_block,4-3-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z28,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-1-4-2,4-4-2_diamond,0-1,attacker_plus_1,hand_over_marking,4-4-2_diamond_mid_block,turnover,high,SC00293,F,0.58,direct_football,low_block,3-1-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z28,switch,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),3-1-4-2,4-1-4-1,0-0,attacker_plus_1,drop_off,4-1-4-1_low_block,progression,high,SC00294,F,0.52,gegenpressing,positional_play,3-1-4-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z6,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,3-5-2,1-0,defender_plus_1,press_immediately,3-5-2_low_block,turnover,medium,SC00295,F,0.73,direct_football,gegenpressing,4-4-2_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z16,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-4-2,5-3-2,0-1,even,press_immediately,5-3-2_mid_block,possession_reset,high,SC00296,F,0.7,tiki_taka,total_football,4-4-2_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z25,pass,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,4-4-2,2-1,defender_plus_1,step_up_together,4-4-2_low_block,possession_reset,high,SC00297,F,0.3,direct_football,high_press,4-3-3_possession_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z15,cross,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-1-4-1,4-2-2-2,0-1,even,hold_shape,4-2-2-2_mid_block,possession_reset,medium,SC00298,F,0.15,possession_football,gegenpressing,4-1-4-1_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z1,recycle,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),4-3-3,4-2-2-2,2-1,defender_plus_1,shift_across,4-2-2-2_low_block,shot_created,high,SC00299,F,0.68,wing_play,counterattacking,4-3-3_defensive_shape
"[""pass"", ""dribble"", ""cross"", ""switch"", ""recycle""]",Z17,dribble,re-evaluate via counterfactual simulation (03_DECISION_ENGINE_ARCHITECTURE.md Part BQ),5-3-2,4-2-2-2,chase_goal,defender_plus_1,hand_over_marking,4-2-2-2_low_block,progression,high,SC00300,F,0.18,positional_play,low_block,5-3-2_possession_shape
